role_id,company,role_title,expected_recommendation,actual_recommendation,fit_score,estimated_level,level_confidence,level_rationale,expected_blocked,actual_blocked,blocker_match,surface_match,all_surfaced_match,evaluator_version
LNP-123,OpenAI,"Solutions Engineer, Large Enterprise",skip,blocked,46,L5,72,"5+ years pre-sales required with C-level technical and business stakeholder management at global organizations. architecture and security advisory responsibility. presentations to senior leaders. This anchors to L5 individual-contributor scope (established senior responsibility, customer-facing leadership, complex cross-functional coordination). Confidence modest due to pre-sales role maturity not universally standardized and company stage (OpenAI) not explicitly stated in Role JSON.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-124,Airwallex,"Product Director, Financial Markets & Financial Platform",skip,blocked,54,L6,78,"Posted role requires 8+ years in Product Management, Engineering, or related field. reports to senior product leadership (implicit from director title and 2,200-person, $8B company). owns full P&L strategy and mentors a PM team (manager-of-managers scope). 8+ years + team leadership + strategic P&L ownership aligns with L6 in Google-equivalent scale.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-125,Mistral AI,Senior Technical Writer / Developer Educator,skip,skip,32,L4,70,"Posted role requires 5+ years in technical writing / developer documentation and hands-on technical validation (APIs, deployment, infrastructure testing). Role is individual-contributor focused on technical accuracy, content design, and user-facing storytelling. This maps to L4 (Senior IC) in technical-writing ladder, anchored by 5+ years requirement and cross-functional scope (Engineering, Product, Support, DevRel) without management or strategic business ownership.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-126,OpenAI,"Regional Client Partner, Ads Solutions",skip,skip,50,L5,72,"JD requires 10+ years in performance marketing/digital marketing/strategy-consulting and 3+ years closing complex deals with senior-level influence. This anchors to L5 (senior IC or established leadership) in a quota-carrying, client-facing role. L6+ would be implied by director title or manager-of-managers scope, neither present. Company size unknown. confidence is moderate due to lack of explicit organizational context and role level signaling beyond experience bands.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-127,Databricks,Senior Forward Deployed Engineer - Full stack,skip,blocked,56,L5,75,"FDE role at Databricks requires extensive hands-on engineering experience (data engineering, software engineering, distributed systems). deep Spark and cloud expertise. production MLOps and AI API deployment. and customer technical delivery at scale. JD emphasizes 'hands-on builder' and 'implement end-to-end systems.' These requirements map to L5 IC engineering or early L6 delivery leadership. No reporting line or company-size context stated. confidence is moderate.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-128,Checkout.com,"Senior Specialist , Technical Account Management - Crypto & iGaming",skip,skip,48,L4,78,"Scope centers on client relationship ownership, technical troubleshooting, project coordination, and product feedback—typical L4 (Senior Manager / Senior IC) specialist / account role. Company stage (10B daily transactions, 20 global offices) and explicit 3-year requirement support L4. No manager-of-managers or VP-level scope indicated.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-129,Checkout.com,"Senior Engineer, Workplace Technology (Okta)",skip,blocked,11,L4,60,"Senior Engineer title in IT/IAM systems administration with Okta platform expertise, scripting, and cross-functional collaboration scope suggests mid-level IC track (L4). No management scope or strategic business leadership dimension noted. Company stage/size context missing. ""Senior"" in different contexts varies widely. Typical for infrastructure/engineering teams, this is likely 5–7 years IC depth.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-130,Mistral AI,"Applied AI, Evaluation Engineer",skip,blocked,71,L5,70,"Role requires 3+ years in ML evaluation/benchmarking plus proven hands-on implementation and strong Python. independently responsible for designing evaluation infrastructure and frameworks across customer verticals. Reports to Applied AI leadership (implied). cross-functional ownership of research-to-production pipeline. Estimated L5 IC or early-lead scope. Company stage (founded ~2023, Series B-C inferred) and role positioning as 'first' in this function suggest senior IC expectations. Confidence reduced due to Paris-based role and absence of explicit salary or team-size context in JD."".",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-131,Airwallex,"Senior Product Manager, Transaction Monitoring",skip,skip,53,L5,78,"Posted role requires 6+ years of PM experience with stated seniority as ""Senior Product Manager"" owning end-to-end product strategy, rule design, compliance alignment, and cross-functional leadership across Risk, Compliance, Data, and Engineering. 6+ years and senior IC ownership map to L5. company stage ($8B, 2,200+ employees, global operations) and regulated-domain complexity support this anchor. No manager-of-managers scope stated, which would push to L6.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-132,Anthropic,"Anthropic Fellows Program, ML Systems & Performance",skip,blocked,24,L3,72,"A 4-month research fellowship with direct mentorship and full-time immersion is junior research-stage work. The role accepts candidates from diverse backgrounds and does not require prior research experience, mapping to early-career or below L3 level. The cohort structure and mentorship-heavy model align with intern/fellow level (L3 equivalent) rather than mid-career IC scope.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-133,Stripe,"Product Manager, EMEA Local Payment Methods",skip,skip,51,L5,78,"JD requires 5+ years product-adjacent experience with proven high-impact delivery, multi-quarter roadmap ownership, and cross-functional stakeholder alignment at scale. Multi-year strategic product ownership with platform/ecosystem complexity aligns with L5 (6–9 years, established senior-IC scope). Company size not stated. confidence capped at 78.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-134,Anthropic,"Anthropic Fellows Program, The Anthropic Institute (Economics & Policy)",skip,blocked,23,L3,45,"4-month full-time fellowship targeting early-career researchers transitioning into empirical AI research. no seniority ladder clearly stated. described as ""promising technical talent regardless of previous experience."" Company stage/size not disclosed in fellowship description, lowering confidence. If mapped to IC ladder, consistent with entry-level research roles. interpreted as L3 equivalent absent clearer role structure.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-135,Databricks,Solutions Architect (Vietnam),skip,blocked,36,L4,70,"Solutions Architect role at Databricks with regional customer coverage, hands-on proof-of-concept delivery, and technical advisory scope suggests L4–L5 IC or early senior role. JD emphasizes technical expertise, architecture design, and customer relationship building but does not specify years required or hiring-manager scope. Positioning in field engineering at a 10,000-customer scale (Fortune 500+ base) and expert-level Spark/data-systems expectation indicates L4 base with possible L5 trajectory for senior specialists.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-136,Checkout.com,[Commercial] Standard,skip,skip,47,L4,72,"Role requires 3–5 years of progressively complex sales development or account-executive experience (implicit in mastery of payments landscape, territory management, and cross-functional deal support). Title '[Commercial] Standard' in a mid-to-large fintech company (Checkout.com processes 10B+ transactions daily) indicates individual-contributor sales function with clear territory ownership and quota accountability. No manager-of-managers or strategic-program scope evident. reports to typical Commercial leadership. Maps to L4 IC sales/revenue track.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-137,Mistral AI,"Product Manager, Mistral Vibe",skip,blocked,56,L5,75,"Role requires 10+ years PM leadership, 0–1 product launches, GTM scaling, and stakeholder alignment in ambiguous, fast-growing orgs. This indicates L5 (established senior IC, 6–9 years baseline leadership with proven scale and execution). High seniority signal from 10+ years language and multi-team ownership. Company stage/size not stated. confidence is 75.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-138,Airbnb,Acquisition Manager,skip,skip,37,L4,70,"6+ years sales experience required, B2B new business development and strategic-plus-tactical execution. reports to Field Operations Manager. Title and scope suggest mid-market individual-contributor sales leadership, consistent with L4 in a travel/hospitality enterprise context.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-139,Celonis,Associate Applied AI Engineer (Benelux) - Orbit Program,skip,blocked,37,L3,75,"Explicit graduate/internship-level program (Orbit, 12-month cohort structure) with stated bachelor/master degree and work/internship experience typical for L3 entry roles. No management scope or senior-IC ownership required.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-140,Checkout.com,Information Security Analyst II (GRC),skip,skip,31,L4,72,"2–4 years required, independent workstream ownership, junior-analyst mentoring, and audit-liaison scope suggest L4 IC-track or junior manager. Payments-fintech domain and regulatory-framework depth anchor mid-career specialist level. Company stage unstated. typical fintech scale does not elevate baseline."".",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-141,Celonis,Intern Sales Development Program (Nordic Market),skip,skip,17,L3,85,"Entry-level internship / BDR program targeting students and near-graduates with 6 months full-time availability and no prior full-time experience required. explicitly described as standard path into BDR without previous experience = Google-equivalent L3 (0–2 years, intern tier).",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-142,Palantir,Deployment Strategist - AUS Government,skip,skip,56,L5,68,"Deployment Strategist role emphasizes immersive stakeholder engagement, problem synthesis, data exploration, and cross-functional software deployment rather than deep technical engineering. No explicit seniority anchors (years, management scope) appear in JD. Title suggests individual-contributor operational strategy, likely requiring 5–7 years experience, mapped to L5-equivalent. Confidence is modest due to unclear company stage and whether role involves internal mentorship or solo IC scope.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-143,Snowflake,Partner Solution Engineer,skip,blocked,44,L4,75,"Role requires 4 years industry minimum, 2+ in presales. reports to broader Solution Engineering function at a scaled SaaS company (Snowflake). Broad database/data-warehouse expertise and presenting to execs and technical audiences are IC-level expectations. Company stage and manager title not stated. context suggests L4 individual contributor scope typical for PSE teams at enterprise SaaS scale.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-144,N26,Site Reliability Engineer - Access Team,skip,blocked,27,L5,65,"Production AWS/infrastructure ownership, Terraform scaling, and autonomous access-engineering scope suggest L5 senior-IC. no management scope or director title signals single-IC ceiling. Company stage/size unstated in JD. 1,500-person fintech raises confidence modestly. Years required not explicit. implied 6–8+ years of hands-on infrastructure depth.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-145,Databricks,Solutions Architect,skip,skip,38,L4,75,"Posted role is a presales Solutions Architect requiring customer-facing technical execution, Python fluency, and data-systems architecture depth. No explicit years requirement stated. Presales roles typically sit at L4–L5 depending on customer complexity and independence. this JD emphasizes hands-on PoC building and code reasoning, suggesting mid-level technical IC (L4) in a sales-embedded context. Company size not stated. lower confidence accordingly.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-146,Celonis,Head of Industry - Manufacturing,skip,skip,53,L6,75,"Role titled ""Head of Industry – Manufacturing"" at a high-growth enterprise SaaS (~300+ manufacturing accounts, 100+ dedicated team members). Requires autonomous cross-functional leadership, 0→1 initiative building, and external thought leadership. Reports to value-engineering or GTM leadership (implied by industry-practice structure). These signals—head-of-function scope, cross-organizational influence, and strategic enterprise ownership—indicate L6 (Senior Manager / Senior Leader equivalent).",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-147,Anthropic,"Applied AI Architect, Industries",skip,stretch,67,L5,70,"JD specifies 5+ years in technical customer-facing roles and enterprise stakeholder navigation, suggesting L4-L5 IC scope. Role explicitly requires partnership with Sales and cross-team coordination but does not mention people management or reporting structure. Salary range (£190k–£230k) and pre-sales architect scope point to L5 IC or senior L4. company size/stage not stated, lowering confidence by ~10 points.",False,False,,True,False,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-148,Xero,Lead Technical Product Manager,skip,skip,47,L5,72,"Role requires 'deep technical familiarity with complex, large-scale big data systems' and autonomous leadership of a 15-year-old platform modernization spanning 50+ specialist team and four geographies. These signals (cross-region scope, technical depth requirement, leading architecture transformation) point to L5 established senior IC or early manager-of-managers scope. No explicit management chain or director title, but the autonomy, scale, and technical bar suggest L5. confidence is moderate because company size/stage is not stated.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-149,Trade Republic,Customer Council,skip,skip,8,unknown,5,"Insufficient detail in role description to estimate level. No years required, reporting line, scope, or company-stage clarity supplied. Cannot infer L3–L7+ without concrete JD scope.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-150,Mistral AI,AI Deployment Strategist - Paris,skip,blocked,74,L5,72,"Role requires 2+ years client-facing strategic technical role and specifies degree in relevant scientific field, combined with hands-on AI/ML deployment and executive-stakeholder influence. Executive presence, cross-functional leadership, and ROI/KPI ownership suggest L5 (senior IC or lead) rather than L4. Company size/stage not stated (lowering confidence). Title ""Deployment Strategist"" at an AI platform company with presales-to-postsales scope, executive workshops, and production-deployment ownership indicates L5 coarse level.",True,True,True,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
